group,locus,nsam,nsites,nsites_ug,S,Singletons,NMut,nhap,hapdiv,WallsB,WallsQ,ThetaW,ThetaPi,TajD,FuLiDStar,FuLiFStar,Rmin,rho87,pTajD,pnhap,phapdiv,pWallsB,pWallsQ,pFuLiDStar,pFuLiFStar
euteliostei,5-Decapterus-russelli-655.fas,5,655,655,1,1,1,2,0.4,NA,NA,0.000732824,0.000610687,-0.816497,-0.816497,-0.771517,4294967295,10000,0.614,1,0.614,2.47033e-323,2.47033e-323,0.614,0.614
euteliostei,5-Epinephelus-diacanthus-655.fas,5,655,655,4,1,4,3,0.8,0.333333,0.5,0.0029313,0.00335878,0.957074,0.957074,0.97418,0,254.294,0.775,0.621,0.621,0.688,0.688,0.91,0.775
euteliostei,5-Halichoeres-garnoti-650.fas,5,650,650,15,13,15,5,1,0.357143,0.533333,0.0110769,0.00984615,-0.812348,-0.812348,-0.86552,0,56.1198,0.24,1,1,0.565,0.565,0.339,0.273
euteliostei,5-Hoplostethus-mediterraneus-652.fas,5,652,652,2,2,2,2,0.4,1,1,0.00147239,0.00122699,-0.972558,-0.972558,-0.954404,0,1.31181,0.475,0.409,0.064,0.409,0.409,0.475,0.475
euteliostei,5-Lates-calcarifer-655.fas,5,655,655,1,0,1,2,0.6,NA,NA,0.000732824,0.000916031,1.22474,1.22474,1.15728,4294967295,10000,1,1,1,nan,nan,1,1
euteliostei,5-Megalaspis-cordyla-655.fas,5,655,655,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324
euteliostei,5-Nemipterus-mesoprion-655.fas,5,655,655,3,3,3,4,0.9,0,0,0.00219847,0.00183206,-1.04849,-1.04849,-1.05189,0,10000,0,1,1,1,1,0.374,0.374
euteliostei,5-Osteogeneiosus-militaris-655.fas,5,655,655,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324,4.94066e-324
euteliostei,5-Parastromateus-niger-655.fas,5,655,655,3,3,3,3,0.7,0.5,0.666667,0.00219847,0.00183206,-1.04849,-1.04849,-1.05189,0,188.647,0,0.787,0.547,0.574,0.574,0.364,0.364
euteliostei,5-Pomatomus-saltatrix-655.fas,5,655,655,2,2,2,2,0.4,1,1,0.00146565,0.00122137,-0.972558,-0.972558,-0.954404,0,1.31181,0.454,0.406,0.225,0.406,0.406,0.454,0.454
euteliostei,5-Rachycentron-canadum-655.fas,5,655,655,5,4,5,5,1,0,0,0.00366412,0.00335878,-0.561987,-0.561987,-0.577917,0,10000,0.386,1,1,1,1,0.471,0.386
euteliostei,5-Sardinella-longiceps-655.fas,5,655,655,4,3,4,4,0.9,0,0,0.0029313,0.00274809,-0.410175,-0.410175,-0.417506,0,10000,0.496,0.967,0.967,1,1,0.556,0.496
euteliostei,5-Saurida-tumbil-655.fas,5,655,655,1,0,1,2,0.6,NA,NA,0.000732824,0.000916031,1.22474,1.22474,1.15728,4294967295,10000,1,1,1,2.47033e-323,2.47033e-323,1,1
euteliostei,5-Scomberomorus-maculatus-966.fas,5,966,966,734,731,740,5,1,0.988996,0.995879,0.367702,0.307246,-1.25725,-1.23572,-1.35287,1,1.19E-07,0.001,1,1,0,0,0.006,0.005
euteliostei,5-Thunnus-albacares-652.fas,5,652,652,2,2,2,3,0.7,0,0,0.00147239,0.00122699,-0.972558,-0.972558,-0.954404,0,10000,0.428,1,0.734,1,1,0.428,0.428
euteliostei,6-Auxis-thazard-979.fas,6,979,979,8,8,8,6,1,0.285714,0.375,0.0035788,0.00272387,-1.40833,-1.44279,-1.54414,0,10000,0.094,1,1,0.644,0.644,0.094,0.094
euteliostei,6-Cottus-perifretum-594.fas,6,594,594,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1.10E+248,1.10E+248,1.10E+248,1.10E+248,1.10E+248,1.10E+248,1.10E+248
euteliostei,7-Cottus-gobio-594.fas,7,594,594,5,4,5,4,0.809524,0,0,0.00343572,0.00272567,-1.02379,-0.968668,-1.06618,0,21.0147,0.17,0.76,0.694,1,1,0.291,0.222
euteliostei,9-Halichoeres-bivittatus-650.fas,9,650,650,4,4,4,4,0.583333,0,0,0.00226423,0.00136752,-1.60974,-1.79883,-1.94803,0,141.774,0.087,0.795,0.254,1,1,0.087,0.087
eleutherozoa,10-Eucidaris-tribuloides-640.fas,10,640,640,18,15,18,10,1,0,0,0.00994179,0.00663194,-1.55427,-1.73235,-1.90252,0,228.364,0.063,1,1,1,1,0.076,0.059
eleutherozoa,106-Lytechinus-variegatus-640.fas,106,640,640,81,34,89,51,0.841689,0.0277778,0.0410959,0.0265598,0.0330778,0.7996,-2.35969,-1.22216,10,1.19E-07,0.833,0.998,0.001,0.826,0.906,0.023,0.102
eleutherozoa,12-Strongylocentrotus-intermedius-1056.fas,12,1056,1056,29,21,30,11,0.984848,0.0740741,0.142857,0.00940737,0.0076475,-0.841588,-1.49777,-1.51044,0,12.3415,0.201,0.985,0.985,0.838,0.837,0.104,0.106
eleutherozoa,14-Ophiactis-savignyi-500.fas,14,500,500,20,8,20,4,0.626374,0.368421,0.55,0.0126404,0.0138022,0.386095,-0.281723,-0.108978,0,2.31E-07,0.697,0.017,0.01,0.182,0.161,0.401,0.443
eleutherozoa,16-Asterias-rubens-651.fas,16,651,651,12,10,12,9,0.883333,0.181818,0.333333,0.00555513,0.0031874,-1.62817,-2.32482,-2.45394,0,23.7443,0.04,0.947,0.778,0.518,0.458,0.029,0.027
eleutherozoa,17-Isostichopus-fuscus-389.fas,17,389,389,9,7,10,10,0.867647,0.142857,0.25,0.00761829,0.00396441,-1.75954,-1.73496,-2.00525,0,10000,0.023,1,0.783,0.43,0.43,0.085,0.04
eleutherozoa,18-Lytechinus-williamsi-640.fas,18,640,640,27,16,27,12,0.915033,0.115385,0.148148,0.0122654,0.0075674,-1.52819,-1.50199,-1.75011,2,0.784792,0.046,0.888,0.522,0.668,0.818,0.091,0.07
eleutherozoa,199-Linckia-laevigata-658.fas,199,658,658,145,82,167,197,0.999898,0,0,0.0432514,0.0148539,-2.06895,-5.41957,-4.5546,26,19.0616,0,1,1,1,1,0.001,0
eleutherozoa,20-Echinometra-lucunter-631.fas,20,631,631,17,13,17,15,0.968421,0,0,0.007608,0.00432989,-1.61472,-2.44088,-2.55228,0,383.477,0.043,1,1,1,1,0.029,0.021
eleutherozoa,23-Asterias-rubens-655.fas,23,655,655,7,3,7,8,0.73913,0.166667,0.285714,0.00289557,0.00234137,-0.605076,-0.66182,-0.748685,2,13.8802,0.3,1,0.54,0.557,0.557,0.319,0.219
eleutherozoa,239-Patiria-miniata-370.fas,239,370,370,22,19,25,27,0.671952,0,0,0.0111653,0.00244822,-2.12221,-6.77061,-5.86155,1,10000,0,1,0.065,1,1,0,0
eleutherozoa,26-Linckia-laevigata-613.fas,26,613,613,60,31,63,26,1,0.0357143,0.0701754,0.0269464,0.0195791,-1.0555,-1.46347,-1.56761,11,37.4943,0.136,1,1,0.914,0.913,0.097,0.084
eleutherozoa,31-Strongylocentrotus-droebachiensis-418.fas,31,418,418,32,5,34,31,1,0.0344828,0.0666667,0.0203604,0.0215311,0.208419,0.761286,0.684631,7,9.931,0.645,1,1,0.807,0.807,0.849,0.779
eleutherozoa,32-Ophiothrix-lineata-718.fas,32,718,718,45,26,49,32,1,0.025,0.0487805,0.0169459,0.00896869,-1.73426,-1.97126,-2.23756,3,14.644,0.025,1,1,0.906,0.906,0.058,0.038
eleutherozoa,32-Protoreaster-nodosus-866.fas,32,866,866,33,20,33,32,1,0,0,0.00946211,0.00467947,-1.81836,-2.40821,-2.61381,1,531.585,0.015,1,1,1,1,0.025,0.018
eleutherozoa,327-Pisaster-ochraceus-543.fas,327,543,543,31,22,31,28,0.413801,0,0,0.00896849,0.00162136,-2.22758,-7.15719,-6.09409,2,1.19E-07,0,0.981,0,1,1,0,0
eleutherozoa,33-Ophiactis-sp.-469.fas,33,469,469,1,0,1,2,0.515152,NA,NA,0.000525366,0.0010984,1.64926,0.583658,1.01411,4294967295,10000,1,1,1,nan,nan,1,1
eleutherozoa,350-Acrocnida-brachiata-598.fas,350,598,598,168,50,197,151,0.957839,0.0992908,0.161972,0.0512039,0.0741137,1.36067,-2.0469,-0.337219,31,1.19E-07,0.935,1,0.108,0.151,0.174,0.036,0.423
eleutherozoa,358-Holothuria-whitmaei-559.fas,358,559,559,86,48,93,104,0.942194,0,0,0.0257682,0.00571195,-2.30053,-6.59541,-5.37604,9,85.77,0,1,0.525,1,1,0,0
eleutherozoa,39-Ophiactis-simplex-469.fas,39,469,469,10,0,10,6,0.676113,0,0,0.00504315,0.0081317,1.83569,1.40281,1.81006,1,3.49814,0.963,0.234,0.235,1,1,1,0.982
eleutherozoa,5-Eucidaris-tribuloides-638.fas,5,638,638,492,10,498,4,0.9,0.995876,0.997942,0.374876,0.464054,1.81923,1.84686,2.00927,0,0.413144,0.999,0.045,0.045,0,0,0.999,0.999
eleutherozoa,5-Eucidaris-tribuloides-639.fas,5,639,639,467,16,473,5,1,0.965217,0.984816,0.356529,0.438915,1.77214,1.80295,1.96542,0,0.599571,0.995,1,1,0.001,0.001,0.997,0.996
eleutherozoa,5-Holothuria-edulis-652.fas,5,652,652,23,14,23,5,1,0.136364,0.26087,0.0169325,0.0168712,-0.0269029,-0.0269029,-0.0288885,2,46.488,0.543,1,1,0.958,0.931,0.572,0.544
eleutherozoa,5-Linckia-guildingi-613.fas,5,613,613,33,30,33,3,0.7,0.6875,0.787879,0.0258401,0.0225122,-0.964935,-0.964935,-1.04105,0,0.0671763,0.134,0.067,0.041,0.126,0.174,0.175,0.168
eleutherozoa,5-Linckia-laevigata-623.fas,5,623,623,19,9,19,5,1,0.111111,0.210526,0.0146388,0.0154093,0.388397,0.388397,0.415749,2,116.048,0.66,1,1,0.972,0.963,0.705,0.692
eleutherozoa,5-Linckia-laevigata-657.fas,5,657,657,23,13,24,5,1,0.333333,0.590909,0.0175342,0.0178082,0.116162,0.180696,0.180287,1,55.4685,0.583,1,1,0.567,0.407,0.62,0.583
eleutherozoa,5-Ophiactis-rubropoda-469.fas,5,469,469,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1.33E+179,1.33E+179,1.33E+179,1.33E+179,1.33E+179,1.33E+179,1.33E+179
eleutherozoa,5-Patella-rustica-642.fas,5,642,642,7,6,7,5,1,0.166667,0.285714,0.00523364,0.0046729,-0.74682,-0.74682,-0.778437,0,10000,0.274,1,1,0.875,0.875,0.379,0.274
eleutherozoa,5-Protoreaster-nodosus-774.fas,5,774,774,7,7,7,5,1,0.166667,0.285714,0.00434109,0.00361757,-1.16172,-1.16172,-1.2109,0,10000,0.206,1,1,0.888,0.888,0.206,0.206
eleutherozoa,6-Echinometra-vanbrunti-620.fas,6,620,620,16,13,16,5,0.933333,0.133333,0.1875,0.0113021,0.00967742,-0.889013,-0.916395,-0.989763,0,13.4437,0.229,0.78,0.78,0.903,0.903,0.25,0.228
eleutherozoa,6-Linckia-columbiae-613.fas,6,613,613,4,2,4,3,0.6,0.333333,0.5,0.00285779,0.00282762,-0.0572223,0.0713207,0.0465404,0,2.64433,0.563,0.541,0.291,0.64,0.64,0.65,0.563
eleutherozoa,6-Patella-vulgata-642.fas,6,642,642,4,4,4,4,0.8,0.333333,0.5,0.0027287,0.00207684,-1.29503,-1.32453,-1.39621,0,10000,0.218,0.929,0.692,0.622,0.622,0.218,0.218
eleutherozoa,6-Protoreaster-nodosus-771.fas,6,771,771,12,11,12,6,1,0.181818,0.25,0.00681644,0.00553394,-1.14458,-1.22818,-1.31074,0,388.319,0.147,1,1,0.805,0.805,0.147,0.147
eleutherozoa,7-Holothuria-fuscogilva-529.fas,7,529,529,18,12,19,7,1,0.0625,0.117647,0.0146599,0.0128724,-0.682871,-0.528698,-0.620764,1,338.782,0.276,1,1,0.919,0.919,0.36,0.312
eleutherozoa,7-Leptasterias-aequalis-1641.fas,7,1641,1641,78,47,82,7,1,0.136986,0.27027,0.0203957,0.0188619,-0.438232,-0.344122,-0.404739,8,28.5177,0.373,1,1,0.898,0.86,0.404,0.392
eleutherozoa,7-Linckia-multifora-522.fas,7,522,522,20,4,21,6,0.952381,0.444444,0.684211,0.0164204,0.019522,1.06292,0.977013,1.09863,0,7.43022,0.884,0.833,0.833,0.278,0.159,0.884,0.861
eleutherozoa,8-Asterias-forbesi-648.fas,8,648,648,6,4,6,7,0.964286,0,0,0.00357106,0.00303131,-0.704564,-0.721891,-0.792198,0,10000,0.266,1,1,1,1,0.326,0.266
eleutherozoa,8-Clypeaster-europacificus-640.fas,8,640,640,6,5,6,4,0.642857,0.4,0.666667,0.0036157,0.00262277,-1.28011,-1.2545,-1.39095,0,4.0877,0.125,0.615,0.207,0.417,0.297,0.187,0.125
eleutherozoa,8-Clypeaster-rosaceus-639.fas,8,639,639,6,5,6,4,0.785714,0,0,0.00362136,0.00279455,-1.06428,-1.2545,-1.33568,0,15.9999,0.179,0.609,0.564,1,1,0.201,0.179
eleutherozoa,8-Eucidaris-clavata-640.fas,8,640,640,4,0,4,3,0.714286,0.666667,0.75,0.00241047,0.00334821,1.69719,1.31251,1.5406,0,7.38087,0.978,0.467,0.509,0.252,0.252,1,0.978
eleutherozoa,8-Holothuria-leucospilota-480.fas,8,480,480,14,4,14,5,0.892857,0.615385,0.857143,0.0112489,0.0130952,0.835774,0.545015,0.680504,0,7.73682,0.86,0.447,0.546,0.091,0.043,0.772,0.752
eleutherozoa,8-Meoma-ventricosa-639.fas,8,639,639,35,10,37,8,1,0.4375,0.575758,0.0223317,0.0274983,1.23496,0.630948,0.860924,2,3.52494,0.925,1,1,0.21,0.237,0.755,0.803
eleutherozoa,9-Asterias-forbesi-650.fas,9,650,650,112,107,112,8,0.972222,0.900901,0.946429,0.0633984,0.04,-1.9081,-2.16931,-2.3669,2,1.19E-07,0.002,0.526,0.526,0,0,0.003,0.003
eleutherozoa,9-Clypeaster-subdepressus-640.fas,9,640,640,10,6,10,7,0.944444,0,0,0.00574901,0.00477431,-0.789263,-0.662594,-0.774309,0,10000,0.253,0.972,0.972,1,1,0.319,0.254
eleutherozoa,9-Patella-aspera-642.fas,9,642,642,68,62,69,9,1,0.5,0.656716,0.0395446,0.0256577,-1.80276,-1.92612,-2.13025,4,1.19E-07,0.006,1,1,0.108,0.107,0.025,0.016
cnidaria,10-Aurelia-aurita-658.fas,10,658,658,19,13,19,9,0.977778,0,0,0.010207,0.00797028,-1.02677,-1.15079,-1.26241,0,1614,0.155,0.987,0.987,1,1,0.171,0.145
cnidaria,10-Aurelia-labiata-658.fas,10,658,658,50,9,50,9,0.977778,0.510204,0.68,0.0268826,0.0355285,1.57315,0.882418,1.19276,0,0.87094,0.973,0.85,0.85,0.076,0.076,0.886,0.938
cnidaria,10-Catostylus-mosaicus-612.fas,10,612,612,24,5,24,7,0.911111,0.478261,0.583333,0.0138622,0.0159405,0.712208,0.739951,0.826798,0,0.095553,0.796,0.592,0.506,0.131,0.192,0.821,0.798
cnidaria,11-Mastigias-sp.-621.fas,11,621,621,606,739,1029,8,0.927273,0.158996,0.291667,0.567046,0.359163,-1.78502,-1.54036,-1.819,70,1.19E-07,0.017,0.001,0,0.654,0.613,0.083,0.07
cnidaria,12-Mastigias-sp.-617.fas,12,617,617,453,455,461,8,0.893939,0.97973,0.991011,0.248552,0.127921,-2.30122,-2.93787,-3.15463,0,1.19E-07,0,0.001,0.001,0,0,0,0
cnidaria,16-Cassiopea-andromeda-615.fas,16,615,615,186,27,214,15,0.991667,0.159236,0.253165,0.104926,0.130072,1.04503,1.06033,1.22242,30,10.9478,0.914,0.813,0.813,0.504,0.555,0.959,0.954
cnidaria,16-Eunicella-cavolinii-221.fas,16,221,221,24,23,24,16,1,0,0,0.0327275,0.0140649,-2.32571,-3.15426,-3.37045,0,10000,0,1,1,1,1,0,0
cnidaria,16-Eunicella-cavolinii-223.fas,16,223,223,97,95,100,16,1,0.731183,0.765957,0.135142,0.0608371,-2.37208,-3.36417,-3.56303,2,1.19E-07,0,1,1,0.001,0.001,0,0
cnidaria,16-Isaurus-tuberculatus-301.fas,16,301,301,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,3.39519e-313,3.39519e-313,3.39519e-313,3.39519e-313,3.39519e-313,3.39519e-313,3.39519e-313
cnidaria,17-Cordylophora-sp.-591.fas,17,591,591,143,21,170,10,0.904412,0.177966,0.319328,0.0851412,0.102513,0.87556,1.06536,1.17264,19,11.3037,0.863,0.005,0.003,0.379,0.344,0.955,0.942
cnidaria,22-Parazoanthus-sp.-280.fas,22,280,280,17,0,18,3,0.5671,0.6,0.8125,0.0176349,0.0226345,1.04289,1.56856,1.64491,0,1.56E-07,0.894,0.002,0.009,0.018,0.01,1,0.981
cnidaria,29-Mastigias-sp.-622.fas,29,622,622,15,3,15,12,0.916256,0.0714286,0.133333,0.00629967,0.00534269,-0.528574,0.372342,0.138744,0,47.1201,0.353,0.969,0.98,0.773,0.773,0.734,0.573
cnidaria,5-Aurelia-sp.-639.fas,5,639,639,508,541,566,5,1,0.76392,0.871111,0.425164,0.352739,-1.30223,-1.1334,-1.27317,4,1.19E-07,0,1,1,0.04,0.033,0.044,0.032
cnidaria,5-Mastigias-sp.-588.fas,5,588,588,1,1,1,2,0.4,NA,NA,0.000816327,0.000680272,-0.816497,-0.816497,-0.771517,4294967295,10000,0.631,1,0.631,nan,nan,0.631,0.631
cnidaria,51-Obelia-geniculata-575.fas,51,575,575,51,14,52,24,0.779608,0.0612245,0.12,0.0201036,0.0231137,0.516666,-0.373905,-0.0567503,7,1.56E-07,0.787,0.837,0.003,0.622,0.616,0.358,0.487
cnidaria,6-Corallizoanthus-tsukaharai-309.fas,6,309,309,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,nan,nan,nan,nan,nan,nan,nan
cnidaria,6-Craspedacusta-sowerbyi-1149.fas,6,1149,1149,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,nan,nan,nan,nan,nan,nan,nan
cnidaria,6-Craspedacusta-sowerbyi-709.fas,6,709,709,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,nan,nan,nan,nan,nan,nan,nan
cnidaria,6-Mastigias-sp.-611.fas,6,611,611,546,639,754,6,1,0.302941,0.513196,0.540525,0.425641,-1.38447,-1.08413,-1.26407,0,0.563326,0.027,1,1,0.515,0.445,0.152,0.124
cnidaria,6-Porites-astreoides-658.fas,6,658,658,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,nan,nan,nan,nan,nan,nan,nan
cnidaria,64-Aurelia-sp.-658.fas,64,658,658,247,17,341,39,0.939484,0,0,0.109606,0.128602,0.612368,1.81921,1.60146,85,6.74812,0.788,0.064,0,1,1,1,0.976
cnidaria,7-Catostylus-mosaicus-571.fas,7,571,571,522,569,712,7,1,0.287425,0.456716,0.509005,0.387624,-1.40535,-1.15964,-1.34819,4,1.19E-07,0.049,1,1,0.446,0.441,0.158,0.127
cnidaria,7-Catostylus-mosaicus-611.fas,7,611,611,442,21,453,6,0.952381,0.895349,0.932715,0.302615,0.345336,0.831166,1.54198,1.53374,6,1.19E-07,0.843,0.101,0.101,0,0.001,0.999,0.983
cnidaria,7-Mastigias-sp.-630.fas,7,630,630,52,48,52,6,0.952381,0.686275,0.807692,0.0336897,0.0252457,-1.45017,-1.57377,-1.71128,0,1.19E-07,0.045,0.534,0.534,0.044,0.049,0.039,0.035
cnidaria,8-Catostylus-mosaicus-567.fas,8,567,567,429,420,440,6,0.928571,0.935252,0.966507,0.299289,0.202066,-1.78393,-1.96144,-2.14556,4,1.19E-07,0,0.01,0.01,0,0,0,0
cnidaria,9-Mastigias-sp.-597.fas,9,597,597,406,404,410,8,0.888889,0.975062,0.987562,0.252717,0.154523,-2.02599,-2.31155,-2.52127,0,1.19E-07,0,0.187,0,0,0,0,0
bivalvia,10-Crassostrea-sp.-618.fas,10,618,618,9,7,9,7,0.866667,0,0,0.00514785,0.00341604,-1.47308,-1.40678,-1.59977,0,75.2204,0.06,0.98,0.685,1,1,0.123,0.077
bivalvia,10-Dreissena-polymorpha-606.fas,10,606,606,15,9,15,10,1,0.0714286,0.133333,0.00874965,0.00799413,-0.39772,-0.802285,-0.790578,0,39.9715,0.38,1,1,0.931,0.931,0.26,0.253
bivalvia,10-Margaritifera-falcata-669.fas,10,669,669,15,7,15,10,1,0,0,0.00792569,0.00740741,-0.3012,-0.286109,-0.326484,1,40.2295,0.427,1,1,1,1,0.44,0.395
bivalvia,12-Mytilus-edulis-385.fas,12,385,385,33,30,35,12,1,0.133333,0.225806,0.0301036,0.0182212,-1.78826,-2.21176,-2.39377,1,10000,0.027,1,1,0.69,0.745,0.023,0.021
bivalvia,12-Perna-viridis-617.fas,12,617,617,123,117,124,8,0.924242,0.876033,0.934426,0.0665499,0.0367369,-2.09452,-2.70152,-2.89955,4,1.19E-07,0.001,0.036,0.036,0,0,0.001,0
bivalvia,12-Unio-mancus-657.fas,12,657,657,1,0,1,2,0.30303,NA,NA,0.000504017,0.000461233,-0.194921,0.752024,0.58317,4294967295,10000,0.586,1,0.586,nan,nan,1,0.586
bivalvia,13-Alathyria-jacksoni-473.fas,13,473,473,13,9,13,13,1,0.0833333,0.153846,0.00885668,0.0058004,-1.42114,-1.45561,-1.65077,1,10000,0.089,1,1,0.867,0.867,0.137,0.096
bivalvia,13-Epioblasma-triquetra-614.fas,13,614,614,7,6,7,8,0.807692,0,0,0.00367382,0.00196275,-1.7664,-1.95036,-2.16591,0,10000,0.034,1,0.668,1,1,0.061,0.034
bivalvia,13-Fusconaia-flava-658.fas,13,547,547,43,27,46,13,1,0.128205,0.25,0.0270994,0.0195941,-1.23706,-1.11714,-1.31535,6,0.676706,0.089,1,1,0.715,0.637,0.149,0.125
bivalvia,13-Gigantidas-gladius-595.fas,13,595,595,13,1,13,7,0.846154,0.5,0.538462,0.00704069,0.00706744,0.015649,1.15436,0.973729,1,2.69699,0.565,0.697,0.499,0.105,0.217,0.973,0.872
bivalvia,13-Idas-sp.-452.fas,13,452,452,115,7,139,10,0.948718,0.255556,0.428571,0.099098,0.119866,0.958617,1.44692,1.5065,13,4.37594,0.869,0.155,0.091,0.287,0.242,0.999,0.989
bivalvia,13-unclassified Corbicula-American Corbicula form A-656.fas,13,656,656,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.00E-01,0.00E-01,0.00E-01,0.00E-01,0.00E-01,0.00E-01,0.00E-01
bivalvia,14-Bathymodiolus-sp.-689.fas,14,689,689,16,9,17,14,1,0,0,0.00775862,0.0070655,-0.368507,-0.861145,-0.834225,4,29.578,0.364,1,1,1,1,0.213,0.202
bivalvia,14-Dreissena-stankovici-591.fas,14,591,591,27,22,27,14,1,0.0384615,0.0740741,0.0143658,0.00862758,-1.70376,-2.24401,-2.40589,2,140.303,0.024,1,1,0.968,0.968,0.024,0.021
bivalvia,15-Anodonta-wahlamatensis-609.fas,15,609,609,194,8,200,12,0.971429,0.850267,0.914894,0.101023,0.159853,2.57625,1.5184,2.09455,3,1.19E-07,1,0.171,0.208,0,0,1,1
bivalvia,15-Vesicomya-pacifica-516.fas,15,516,516,9,6,9,10,0.895238,0,0,0.00536415,0.00350683,-1.29832,-1.42424,-1.59403,1,10000,0.106,1,0.955,1,1,0.15,0.106
bivalvia,16-Bathymodiolus-aff. childressi ROL-2006-530.fas,16,530,530,14,9,14,9,0.85,0.0769231,0.142857,0.0079606,0.00449686,-1.69205,-1.49407,-1.78386,0,2.01099,0.03,0.892,0.511,0.853,0.853,0.115,0.07
bivalvia,17-Amblema-plicata-631.fas,17,631,631,23,20,23,16,0.992647,0,0,0.0107817,0.00580311,-1.84781,-2.81191,-2.93411,0,10000,0.021,1,1,1,1,0.008,0.008
bivalvia,17-Tegillarca-granosa-660.fas,17,660,660,103,15,104,17,1,0.722772,0.803922,0.04661,0.044385,-0.203215,0.939696,0.705539,1,1.19E-07,0.479,1,1,0,0.003,0.913,0.799
bivalvia,18-Acesta-mori-645.fas,18,645,645,21,20,21,15,0.973856,0.05,0.0952381,0.00946581,0.00401277,-2.25568,-3.31127,-3.48403,0,10000,0.002,1,0.997,0.91,0.91,0.002,0.002
bivalvia,19-Velesunio-ambiguus-473.fas,19,473,473,26,8,26,19,1,0.08,0.153846,0.0157272,0.0126108,-0.778375,-0.0305784,-0.289695,3,43.501,0.246,1,1,0.827,0.808,0.493,0.369
bivalvia,20-Anodonta-oregonensis-609.fas,20,609,609,215,26,226,15,0.905263,0.75,0.853659,0.104732,0.167274,2.48581,1.10913,1.78498,4,1.56E-07,0.999,0.11,0,0,0,0.966,0.997
bivalvia,20-Musculista-senhousia-600.fas,20,600,600,131,10,139,19,0.994737,0.57377,0.739837,0.0653069,0.107325,2.65935,1.35953,2.04671,8,0.014699,1,0.977,0.977,0.005,0.001,0.99,1
bivalvia,21-Mytilus-galloprovincialis-400.fas,21,400,400,29,22,30,21,1,0.037037,0.0714286,0.0208464,0.00883333,-2.23452,-2.51723,-2.83643,2,1749.76,0.004,1,1,0.84,0.84,0.028,0.014
bivalvia,22-Tegillarca-granosa-585.fas,22,585,585,34,18,37,21,0.995671,0.0666667,0.129032,0.0173502,0.00929441,-1.80544,-1.18155,-1.60322,2,13.0264,0.013,1,1,0.786,0.782,0.129,0.074
bivalvia,23-Pinna-nobilis-729.fas,23,729,729,18,11,18,10,0.849802,0.352941,0.5,0.00668995,0.00426162,-1.32187,-1.82026,-1.94873,1,2.59474,0.075,0.695,0.415,0.126,0.139,0.069,0.055
bivalvia,25-Dreissena-polymorpha-636.fas,25,636,636,9,6,9,6,0.576667,0.25,0.333333,0.00374764,0.00176101,-1.71991,-1.9438,-2.1858,0,1.19E-07,0.02,0.42,0.087,0.34,0.34,0.066,0.028
bivalvia,25-Idas-sp.-579.fas,25,579,579,55,6,55,10,0.78,0.62963,0.818182,0.025194,0.041518,2.50834,1.08192,1.80357,3,1.19E-07,0.998,0.039,0.002,0.004,0.003,0.957,0.996
bivalvia,26-Vesicomya-sp.-516.fas,26,516,516,24,3,24,9,0.849231,0.26087,0.375,0.0121887,0.01709,1.46637,0.896118,1.25958,1,1.56E-07,0.944,0.243,0.27,0.206,0.233,0.92,0.944
bivalvia,27-Bathymodiolus-thermophilus-689.fas,27,689,689,27,15,27,27,1,0.0384615,0.0740741,0.0101668,0.0077655,-0.863314,-1.79238,-1.76043,4,19.0675,0.193,1,1,0.916,0.916,0.052,0.048
bivalvia,27-Tridacna-crocea-485.fas,27,485,485,59,14,61,24,0.988604,0.0714286,0.122807,0.0326309,0.0372133,0.537612,0.270253,0.419973,14,14.3843,0.788,1,0.999,0.722,0.784,0.634,0.703
bivalvia,28-Adipicola-iwaotakii-579.fas,28,579,579,20,9,21,16,0.822751,0.0555556,0.105263,0.00932027,0.00436348,-1.88756,-0.993347,-1.49705,2,1.19E-07,0.014,0.998,0.235,0.681,0.681,0.169,0.088
bivalvia,31-Mytilus-galloprovincialis-462.fas,31,462,462,31,22,33,18,0.905376,0.178571,0.310345,0.0178795,0.0083601,-1.92597,-2.77322,-2.9446,4,0.673654,0.012,0.96,0.415,0.308,0.24,0.022,0.015
bivalvia,31-Ostrea-angasi-594.fas,31,594,594,30,25,30,31,1,0.0344828,0.0666667,0.0126421,0.00485138,-2.21371,-3.85895,-3.91792,2,10000,0.007,1,1,0.912,0.912,0.006,0.006
bivalvia,32-Cerastoderma-glaucum-553.fas,32,553,553,65,17,67,32,1,0.129032,0.238095,0.0300844,0.0335013,0.424187,0.0190723,0.183664,16,2.97238,0.714,1,1,0.385,0.37,0.51,0.587
